Plot,Unit,Treatment,PFT_simple,Mortality_frac_yr,Total_count,SE_plot,Timeframe
0570-00111,570,Burn+Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0570-00112,570,Burn+Thin,cedar,0.591751709536137,30,0.08973695333161183,2001-2003
0570-00112,570,Burn+Thin,oak,0.42264973081037427,3,0.2851998923891174,2001-2003
0570-00112,570,Burn+Thin,pine,0.0,1,0.0,2001-2003
0570-00113,570,Burn+Thin,cedar,0.2928932188134524,4,0.22754493028111367,2001-2003
0570-00113,570,Burn+Thin,fir,0.3453463292920229,7,0.1797149497464362,2001-2003
0570-00113,570,Burn+Thin,pine,0.0,3,0.0,2001-2003
0570-00115,570,Burn+Thin,cedar,0.6666666666666667,9,0.15713484026367722,2001-2003
0570-00115,570,Burn+Thin,fir,0.591751709536137,6,0.20065792774321026,2001-2003
0570-00115,570,Burn+Thin,oak,0.0,2,0.0,2001-2003
0570-00115,570,Burn+Thin,pine,0.4654775161751512,7,0.18853123959044296,2001-2003
0570-00115,570,Burn+Thin,psme,0.0,2,0.0,2001-2003
0570-00119,570,Burn+Thin,cedar,0.18350341907227397,9,0.1290262308650021,2001-2003
0570-00119,570,Burn+Thin,oak,0.38762756430420553,16,0.12180220536175508,2001-2003
0570-00119,570,Burn+Thin,pine,0.0,2,0.0,2001-2003
0570-00119,570,Burn+Thin,psme,0.2928932188134524,2,0.3217971264527913,2001-2003
0590-00005,590,None,cedar,0.0,6,0.0,2001-2003
0590-00005,590,None,fir,0.0,6,0.0,2001-2003
0590-00005,590,None,oak,0.0,1,0.0,2001-2003
0590-00005,590,None,pine,0.0,1,0.0,2001-2003
0590-00005,590,None,psme,0.0,3,0.0,2001-2003
0590-00009,590,None,cedar,0.021980706156348506,23,0.030572476050836805,2001-2003
0590-00009,590,None,fir,0.0,13,0.0,2001-2003
0590-00009,590,None,oak,0.0,1,0.0,2001-2003
0590-00009,590,None,pine,0.0,4,0.0,2001-2003
0590-00009,590,None,psme,0.0,5,0.0,2001-2003
0590-00013,590,None,cedar,0.06458565330651467,8,0.08690105486520673,2001-2003
0590-00013,590,None,fir,0.0,2,0.0,2001-2003
0590-00013,590,None,oak,0.0,1,0.0,2001-2003
0590-00013,590,None,pine,0.0,1,0.0,2001-2003
0590-00013,590,None,psme,0.0,5,0.0,2001-2003
0590-00021,590,None,cedar,0.0,5,0.0,2001-2003
0590-00021,590,None,pine,0.0,1,0.0,2001-2003
0590-00021,590,None,psme,0.0,1,0.0,2001-2003
0590-00101,590,None,cedar,0.0,16,0.0,2001-2003
0590-00101,590,None,fir,0.0,3,0.0,2001-2003
0590-00101,590,None,psme,0.0,3,0.0,2001-2003
0590-00102,590,None,cedar,0.0,17,0.0,2001-2003
0590-00102,590,None,fir,0.0,1,0.0,2001-2003
0590-00102,590,None,pine,0.0,3,0.0,2001-2003
0590-00102,590,None,psme,0.0,5,0.0,2001-2003
0590-00104,590,None,cedar,0.0,15,0.0,2001-2003
0590-00104,590,None,fir,0.0,1,0.0,2001-2003
0590-00104,590,None,oak,0.0,1,0.0,2001-2003
0590-00104,590,None,pine,0.0,1,0.0,2001-2003
0590-00104,590,None,psme,0.0,1,0.0,2001-2003
0590-00105,590,None,cedar,0.0,8,0.0,2001-2003
0590-00105,590,None,fir,0.0,1,0.0,2001-2003
0590-00105,590,None,pine,0.0,3,0.0,2001-2003
0590-00105,590,None,psme,0.0,1,0.0,2001-2003
0590-00106,590,None,cedar,0.0,10,0.0,2001-2003
0590-00106,590,None,fir,0.0,8,0.0,2001-2003
0590-00106,590,None,oak,0.0,1,0.0,2001-2003
0590-00106,590,None,pine,0.0,3,0.0,2001-2003
0590-00106,590,None,psme,0.0,2,0.0,2001-2003
0590-00107,590,None,cedar,0.0,3,0.0,2001-2003
0590-00107,590,None,fir,0.0,7,0.0,2001-2003
0590-00107,590,None,pine,0.0,4,0.0,2001-2003
0590-00107,590,None,psme,0.0,7,0.0,2001-2003
0590-00109,590,None,cedar,0.0,5,0.0,2001-2003
0590-00109,590,None,fir,0.0,4,0.0,2001-2003
0590-00109,590,None,pine,0.0,6,0.0,2001-2003
0590-00109,590,None,psme,0.0,1,0.0,2001-2003
0590-00111,590,None,cedar,0.0,13,0.0,2001-2003
0590-00111,590,None,fir,0.0,6,0.0,2001-2003
0590-00111,590,None,pine,0.0,2,0.0,2001-2003
0590-00111,590,None,psme,0.0,3,0.0,2001-2003
0590-00113,590,None,cedar,0.0,6,0.0,2001-2003
0590-00113,590,None,fir,0.0,3,0.0,2001-2003
0590-00113,590,None,oak,0.0,2,0.0,2001-2003
0590-00113,590,None,pine,0.0,4,0.0,2001-2003
0590-00113,590,None,psme,0.0,4,0.0,2001-2003
0590-00115,590,None,cedar,0.0,8,0.0,2001-2003
0590-00115,590,None,fir,0.0,2,0.0,2001-2003
0590-00115,590,None,oak,0.0,2,0.0,2001-2003
0590-00115,590,None,pine,0.1339745962155614,4,0.17031250965830336,2001-2003
0590-00115,590,None,psme,0.0,2,0.0,2001-2003
0590-00116,590,None,cedar,0.0,7,0.0,2001-2003
0590-00116,590,None,fir,0.0,2,0.0,2001-2003
0590-00116,590,None,pine,0.0,1,0.0,2001-2003
0590-00116,590,None,psme,0.0,6,0.0,2001-2003
0590-00117,590,None,cedar,0.0,2,0.0,2001-2003
0590-00117,590,None,pine,0.0,3,0.0,2001-2003
0590-00118,590,None,cedar,0.06458565330651467,8,0.08690105486520673,2001-2003
0590-00118,590,None,fir,0.0,3,0.0,2001-2003
0590-00118,590,None,pine,0.0,5,0.0,2001-2003
0590-00118,590,None,psme,0.0,1,0.0,2001-2003
0040-00002,40,None,cedar,0.0,3,0.0,2003-2009
0040-00002,40,None,fir,0.0,6,0.0,2003-2009
0040-00002,40,None,psme,0.0,5,0.0,2003-2009
0040-00003,40,None,cedar,0.0,4,0.0,2003-2009
0040-00003,40,None,fir,0.0,4,0.0,2003-2009
0040-00003,40,None,pine,0.0,2,0.0,2003-2009
0040-00003,40,None,psme,0.0,5,0.0,2003-2009
0040-00005,40,None,cedar,0.022009411402034718,8,0.051871231443559714,2003-2009
0040-00005,40,None,fir,0.0,8,0.0,2003-2009
0040-00005,40,None,pine,0.0,1,0.0,2003-2009
0040-00005,40,None,psme,0.0,5,0.0,2003-2009
0040-00007,40,None,cedar,0.0,2,0.0,2003-2009
0040-00007,40,None,fir,0.0,10,0.0,2003-2009
0040-00007,40,None,oak,0.0,4,0.0,2003-2009
0040-00007,40,None,pine,0.0,2,0.0,2003-2009
0040-00007,40,None,psme,0.0,8,0.0,2003-2009
0040-00012,40,None,cedar,0.007723356360672451,22,0.018664144194391104,2003-2009
0040-00012,40,None,fir,0.0,1,0.0,2003-2009
0040-00012,40,None,oak,0.0,4,0.0,2003-2009
0040-00012,40,None,psme,0.0,2,0.0,2003-2009
0040-00101,40,None,cedar,0.0,1,0.0,2003-2009
0040-00101,40,None,fir,0.0,14,0.0,2003-2009
0040-00101,40,None,oak,0.025364554516409732,7,0.059427259125991054,2003-2009
0040-00101,40,None,psme,0.0,1,0.0,2003-2009
0040-00103,40,None,cedar,0.0,2,0.0,2003-2009
0040-00103,40,None,fir,0.0,5,0.0,2003-2009
0040-00103,40,None,other_hardwood,0.03289201138362219,11,0.05377573546326181,2003-2009
0040-00103,40,None,pine,0.0,1,0.0,2003-2009
0040-00103,40,None,psme,0.0,1,0.0,2003-2009
0040-00104,40,None,cedar,0.0,6,0.0,2003-2009
0040-00104,40,None,fir,0.0,4,0.0,2003-2009
0040-00104,40,None,other_hardwood,0.0,4,0.0,2003-2009
0040-00104,40,None,pine,0.0,2,0.0,2003-2009
0040-00104,40,None,psme,0.0,2,0.0,2003-2009
0040-00105,40,None,cedar,0.0,4,0.0,2003-2009
0040-00105,40,None,fir,0.0,10,0.0,2003-2009
0040-00105,40,None,pine,0.0,1,0.0,2003-2009
0040-00105,40,None,psme,0.0,5,0.0,2003-2009
0040-00106,40,None,cedar,0.0,5,0.0,2003-2009
0040-00106,40,None,fir,0.054535280882164416,7,0.0858247250599132,2003-2009
0040-00106,40,None,pine,0.0,1,0.0,2003-2009
0040-00106,40,None,psme,0.0,7,0.0,2003-2009
0040-00107,40,None,cedar,0.0,3,0.0,2003-2009
0040-00107,40,None,fir,0.0,12,0.0,2003-2009
0040-00107,40,None,oak,0.06534473481593284,6,0.10089169147140599,2003-2009
0040-00107,40,None,psme,0.0,5,0.0,2003-2009
0040-00108,40,None,cedar,0.0,2,0.0,2003-2009
0040-00108,40,None,fir,0.0,1,0.0,2003-2009
0040-00108,40,None,oak,0.0,8,0.0,2003-2009
0040-00108,40,None,pine,0.0,1,0.0,2003-2009
0040-00108,40,None,psme,0.0,1,0.0,2003-2009
0040-00109,40,None,cedar,0.0,1,0.0,2003-2009
0040-00109,40,None,fir,0.0,1,0.0,2003-2009
0040-00109,40,None,other_hardwood,0.041020650833898165,9,0.06611266229287159,2003-2009
0040-00109,40,None,pine,0.0,1,0.0,2003-2009
0040-00109,40,None,psme,0.0,4,0.0,2003-2009
0040-00110,40,None,cedar,0.0,1,0.0,2003-2009
0040-00110,40,None,fir,0.0,2,0.0,2003-2009
0040-00110,40,None,other_hardwood,0.041020650833898165,27,0.03817016337163224,2003-2009
0040-00110,40,None,psme,0.0,4,0.0,2003-2009
0040-00111,40,None,cedar,0.0,5,0.0,2003-2009
0040-00111,40,None,fir,0.0,1,0.0,2003-2009
0040-00111,40,None,other_hardwood,0.015759528290233193,11,0.03755137760250195,2003-2009
0040-00111,40,None,pine,0.0,1,0.0,2003-2009
0040-00111,40,None,psme,0.0,2,0.0,2003-2009
0040-00112,40,None,cedar,0.02992988455419965,6,0.06956302485848347,2003-2009
0040-00112,40,None,fir,0.0,2,0.0,2003-2009
0040-00112,40,None,psme,0.0,1,0.0,2003-2009
0040-00113,40,None,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0040-00113,40,None,fir,0.0,7,0.0,2003-2009
0040-00113,40,None,oak,0.0,2,0.0,2003-2009
0040-00113,40,None,psme,0.0,6,0.0,2003-2009
0040-00114,40,None,cedar,0.0,9,0.0,2003-2009
0040-00114,40,None,fir,0.0,2,0.0,2003-2009
0040-00114,40,None,psme,0.0,2,0.0,2003-2009
0040-00115,40,None,cedar,0.0,1,0.0,2003-2009
0040-00115,40,None,fir,0.0,3,0.0,2003-2009
0040-00115,40,None,oak,0.0,4,0.0,2003-2009
0040-00115,40,None,other_hardwood,0.01740680614731016,10,0.041356751863583445,2003-2009
0040-00115,40,None,psme,0.0,2,0.0,2003-2009
0040-00116,40,None,cedar,0.0,5,0.0,2003-2009
0040-00116,40,None,fir,0.0,3,0.0,2003-2009
0040-00116,40,None,oak,0.015759528290233193,11,0.03755137760250195,2003-2009
0040-00116,40,None,psme,0.0,3,0.0,2003-2009
0060-00021,60,Burn,cedar,0.0,4,0.0,2003-2009
0060-00021,60,Burn,fir,0.10910128185966073,4,0.15588312300906695,2003-2009
0060-00021,60,Burn,oak,0.0,1,0.0,2003-2009
0060-00021,60,Burn,pine,0.0,2,0.0,2003-2009
0060-00021,60,Burn,psme,0.0,1,0.0,2003-2009
0060-00027,60,Burn,cedar,0.025364554516409732,7,0.059427259125991054,2003-2009
0060-00101,60,Burn,cedar,0.008970724330445101,19,0.021631179294119163,2003-2009
0060-00101,60,Burn,fir,0.0,6,0.0,2003-2009
0060-00101,60,Burn,psme,0.0,2,0.0,2003-2009
0060-00102,60,Burn,cedar,0.054535280882164416,7,0.0858247250599132,2003-2009
0060-00102,60,Burn,fir,0.08161409783155471,5,0.12243629924715638,2003-2009
0060-00102,60,Burn,oak,0.1673168223443957,3,0.21550089195868743,2003-2009
0060-00102,60,Burn,pine,0.10910128185966073,2,0.22045202670449596,2003-2009
0060-00103,60,Burn,cedar,0.02992988455419965,6,0.06956302485848347,2003-2009
0060-00103,60,Burn,fir,0.0,1,0.0,2003-2009
0060-00103,60,Burn,oak,0.0,1,0.0,2003-2009
0060-00103,60,Burn,pine,0.0,1,0.0,2003-2009
0060-00103,60,Burn,psme,0.04681570700306348,4,0.1056219633656594,2003-2009
0060-00104,60,Burn,cedar,0.0,3,0.0,2003-2009
0060-00104,60,Burn,fir,0.0,1,0.0,2003-2009
0060-00104,60,Burn,pine,0.03650751600100388,5,0.0838745697770669,2003-2009
0060-00104,60,Burn,psme,0.0,3,0.0,2003-2009
0060-00105,60,Burn,cedar,0.015759528290233193,11,0.03755137760250195,2003-2009
0060-00105,60,Burn,fir,0.0,3,0.0,2003-2009
0060-00105,60,Burn,pine,0.0,1,0.0,2003-2009
0060-00106,60,Burn,cedar,0.025364554516409732,7,0.059427259125991054,2003-2009
0060-00106,60,Burn,fir,0.022009411402034718,8,0.051871231443559714,2003-2009
0060-00106,60,Burn,pine,0.1673168223443957,3,0.21550089195868743,2003-2009
0060-00106,60,Burn,psme,0.0,1,0.0,2003-2009
0060-00107,60,Burn,cedar,0.0,4,0.0,2003-2009
0060-00107,60,Burn,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0060-00107,60,Burn,psme,0.0,3,0.0,2003-2009
0060-00108,60,Burn,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0060-00108,60,Burn,oak,0.0,1,0.0,2003-2009
0060-00109,60,Burn,cedar,0.06534473481593284,3,0.14268239840962427,2003-2009
0060-00109,60,Burn,fir,0.06534473481593284,3,0.14268239840962427,2003-2009
0060-00109,60,Burn,pine,0.0,2,0.0,2003-2009
0060-00109,60,Burn,psme,0.0,2,0.0,2003-2009
0060-00111,60,Burn,cedar,0.0,5,0.0,2003-2009
0060-00111,60,Burn,fir,0.14162578106744295,5,0.15592813678389136,2003-2009
0060-00111,60,Burn,pine,0.0,1,0.0,2003-2009
0060-00112,60,Burn,cedar,0.04681570700306348,4,0.1056219633656594,2003-2009
0060-00112,60,Burn,fir,0.0,4,0.0,2003-2009
0060-00112,60,Burn,psme,0.0,1,0.0,2003-2009
0060-00113,60,Burn,fir,0.10910128185966073,4,0.15588312300906695,2003-2009
0060-00113,60,Burn,pine,0.0,1,0.0,2003-2009
0060-00113,60,Burn,psme,0.0,1,0.0,2003-2009
0060-00114,60,Burn,cedar,0.0,1,0.0,2003-2009
0060-00114,60,Burn,pine,0.06534473481593284,3,0.14268239840962427,2003-2009
0060-00114,60,Burn,psme,0.0,2,0.0,2003-2009
0060-00116,60,Burn,cedar,0.0,2,0.0,2003-2009
0060-00116,60,Burn,fir,0.06534473481593284,6,0.10089169147140599,2003-2009
0060-00116,60,Burn,psme,0.0,2,0.0,2003-2009
0060-00117,60,Burn,cedar,0.06534473481593284,6,0.10089169147140599,2003-2009
0060-00117,60,Burn,fir,0.10910128185966073,4,0.15588312300906695,2003-2009
0060-00117,60,Burn,pine,0.06534473481593284,3,0.14268239840962427,2003-2009
0060-00119,60,Burn,cedar,0.0,3,0.0,2003-2009
0060-00119,60,Burn,fir,0.041020650833898165,9,0.06611266229287159,2003-2009
0060-00119,60,Burn,pine,0.0,2,0.0,2003-2009
0060-00119,60,Burn,psme,0.0,1,0.0,2003-2009
0060-00130,60,Burn,cedar,0.0,8,0.0,2003-2009
0060-00130,60,Burn,fir,0.03650751600100388,5,0.0838745697770669,2003-2009
0060-00130,60,Burn,oak,0.0,1,0.0,2003-2009
0060-00130,60,Burn,pine,0.0,1,0.0,2003-2009
0060-00130,60,Burn,psme,0.0,1,0.0,2003-2009
0180-00004,180,Burn+Thin,fir,0.0,1,0.0,2003-2009
0180-00004,180,Burn+Thin,oak,0.0,2,0.0,2003-2009
0180-00004,180,Burn+Thin,pine,0.0,2,0.0,2003-2009
0180-00004,180,Burn+Thin,psme,0.0,1,0.0,2003-2009
0180-00008,180,Burn+Thin,fir,0.1264195352637011,9,0.11077386192269312,2003-2009
0180-00008,180,Burn+Thin,pine,0.0,1,0.0,2003-2009
0180-00010,180,Burn+Thin,fir,0.0,1,0.0,2003-2009
0180-00010,180,Burn+Thin,pine,0.0,3,0.0,2003-2009
0180-00013,180,Burn+Thin,psme,0.0,1,0.0,2003-2009
0180-00018,180,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0180-00018,180,Burn+Thin,fir,0.0,4,0.0,2003-2009
0180-00018,180,Burn+Thin,pine,0.0,2,0.0,2003-2009
0180-00101,180,Burn+Thin,pine,0.06534473481593284,6,0.10089169147140599,2003-2009
0180-00101,180,Burn+Thin,psme,0.10910128185966073,4,0.15588312300906695,2003-2009
0180-00102,180,Burn+Thin,cedar,0.10910128185966073,4,0.15588312300906695,2003-2009
0180-00102,180,Burn+Thin,fir,0.2062994740159002,4,0.20232399822849928,2003-2009
0180-00102,180,Burn+Thin,pine,0.0,4,0.0,2003-2009
0180-00102,180,Burn+Thin,psme,0.0,2,0.0,2003-2009
0180-00107,180,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0180-00107,180,Burn+Thin,fir,0.0,2,0.0,2003-2009
0180-00107,180,Burn+Thin,pine,0.0,3,0.0,2003-2009
0180-00108,180,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0180-00108,180,Burn+Thin,fir,0.0,1,0.0,2003-2009
0180-00108,180,Burn+Thin,pine,0.0,4,0.0,2003-2009
0180-00109,180,Burn+Thin,cedar,0.0,2,0.0,2003-2009
0180-00109,180,Burn+Thin,fir,0.10910128185966073,4,0.15588312300906695,2003-2009
0180-00109,180,Burn+Thin,pine,0.0,3,0.0,2003-2009
0180-00110,180,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0180-00110,180,Burn+Thin,fir,0.0,2,0.0,2003-2009
0180-00110,180,Burn+Thin,psme,0.0,3,0.0,2003-2009
0180-00111,180,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0180-00111,180,Burn+Thin,fir,0.0,4,0.0,2003-2009
0180-00111,180,Burn+Thin,pine,0.0,3,0.0,2003-2009
0180-00114,180,Burn+Thin,fir,0.0,3,0.0,2003-2009
0180-00114,180,Burn+Thin,oak,0.0,1,0.0,2003-2009
0180-00114,180,Burn+Thin,pine,0.0,2,0.0,2003-2009
0180-00117,180,Burn+Thin,cedar,0.0,3,0.0,2003-2009
0180-00120,180,Burn+Thin,cedar,0.0,1,0.0,2003-2009
0180-00120,180,Burn+Thin,pine,0.0,2,0.0,2003-2009
0180-00120,180,Burn+Thin,psme,0.0,1,0.0,2003-2009
0180-00121,180,Burn+Thin,fir,0.03650751600100388,5,0.0838745697770669,2003-2009
0180-00121,180,Burn+Thin,pine,0.0,2,0.0,2003-2009
0180-00121,180,Burn+Thin,psme,0.0,1,0.0,2003-2009
0190-00010,190,Thin,cedar,0.0,2,0.0,2003-2009
0190-00010,190,Thin,pine,0.0,2,0.0,2003-2009
0190-00010,190,Thin,psme,0.0,3,0.0,2003-2009
0190-00024,190,Thin,cedar,0.0,1,0.0,2003-2009
0190-00024,190,Thin,oak,0.0,3,0.0,2003-2009
0190-00024,190,Thin,psme,0.0,3,0.0,2003-2009
0190-00025,190,Thin,cedar,0.0,2,0.0,2003-2009
0190-00025,190,Thin,fir,0.10910128185966073,2,0.22045202670449596,2003-2009
0190-00025,190,Thin,oak,0.0,1,0.0,2003-2009
0190-00026,190,Thin,cedar,0.0,2,0.0,2003-2009
0190-00026,190,Thin,fir,0.0,2,0.0,2003-2009
0190-00026,190,Thin,pine,0.0,2,0.0,2003-2009
0190-00026,190,Thin,psme,0.0,1,0.0,2003-2009
0190-00027,190,Thin,fir,0.0,2,0.0,2003-2009
0190-00027,190,Thin,psme,0.0,3,0.0,2003-2009
0190-00102,190,Thin,cedar,0.0,4,0.0,2003-2009
0190-00102,190,Thin,fir,0.0,1,0.0,2003-2009
0190-00102,190,Thin,pine,0.0,1,0.0,2003-2009
0190-00102,190,Thin,psme,0.0,3,0.0,2003-2009
0190-00104,190,Thin,oak,0.04681570700306348,4,0.1056219633656594,2003-2009
0190-00104,190,Thin,pine,0.0,2,0.0,2003-2009
0190-00106,190,Thin,cedar,0.0,3,0.0,2003-2009
0190-00106,190,Thin,fir,0.0,1,0.0,2003-2009
0190-00106,190,Thin,psme,0.0,2,0.0,2003-2009
0190-00108,190,Thin,cedar,0.0,4,0.0,2003-2009
0190-00108,190,Thin,fir,0.0,1,0.0,2003-2009
0190-00108,190,Thin,psme,0.0,1,0.0,2003-2009
0190-00110,190,Thin,cedar,0.0,4,0.0,2003-2009
0190-00110,190,Thin,oak,0.0,1,0.0,2003-2009
0190-00110,190,Thin,pine,0.0,1,0.0,2003-2009
0190-00110,190,Thin,psme,0.0,1,0.0,2003-2009
0190-00111,190,Thin,cedar,0.0,4,0.0,2003-2009
0190-00111,190,Thin,fir,0.0,2,0.0,2003-2009
0190-00111,190,Thin,oak,0.0,1,0.0,2003-2009
0190-00111,190,Thin,pine,0.0,2,0.0,2003-2009
0190-00111,190,Thin,psme,0.0,2,0.0,2003-2009
0190-00113,190,Thin,cedar,0.0,6,0.0,2003-2009
0190-00113,190,Thin,fir,0.0,2,0.0,2003-2009
0190-00113,190,Thin,other_hardwood,0.0,9,0.0,2003-2009
0190-00113,190,Thin,pine,0.0,1,0.0,2003-2009
0190-00113,190,Thin,psme,0.0,1,0.0,2003-2009
0190-00114,190,Thin,cedar,0.01740680614731016,10,0.041356751863583445,2003-2009
0190-00114,190,Thin,fir,0.03650751600100388,5,0.0838745697770669,2003-2009
0190-00114,190,Thin,oak,0.0,2,0.0,2003-2009
0190-00116,190,Thin,cedar,0.0,8,0.0,2003-2009
0190-00116,190,Thin,fir,0.0,8,0.0,2003-2009
0190-00116,190,Thin,oak,0.0,1,0.0,2003-2009
0190-00116,190,Thin,other_hardwood,0.0,2,0.0,2003-2009
0190-00116,190,Thin,psme,0.0,3,0.0,2003-2009
0240-00003,240,None,cedar,0.0,6,0.0,2003-2009
0240-00003,240,None,fir,0.0,2,0.0,2003-2009
0240-00003,240,None,pine,0.0,1,0.0,2003-2009
0240-00003,240,None,psme,0.0,1,0.0,2003-2009
0240-00005,240,None,cedar,0.0,12,0.0,2003-2009
0240-00005,240,None,fir,0.0,2,0.0,2003-2009
0240-00005,240,None,oak,0.0,4,0.0,2003-2009
0240-00005,240,None,pine,0.0,1,0.0,2003-2009
0240-00007,240,None,cedar,0.013251861837359047,13,0.031715380878153634,2003-2009
0240-00007,240,None,fir,0.0,7,0.0,2003-2009
0240-00007,240,None,oak,0.0,1,0.0,2003-2009
0240-00007,240,None,pine,0.0,2,0.0,2003-2009
0240-00009,240,None,cedar,0.01740680614731016,10,0.041356751863583445,2003-2009
0240-00009,240,None,fir,0.0,7,0.0,2003-2009
0240-00009,240,None,oak,0.0,2,0.0,2003-2009
0240-00009,240,None,pine,0.06534473481593284,3,0.14268239840962427,2003-2009
0240-00009,240,None,psme,0.0,3,0.0,2003-2009
0240-00022,240,None,cedar,0.0032311163148046607,52,0.007869947954774718,2003-2009
0240-00022,240,None,fir,0.0,4,0.0,2003-2009
0240-00022,240,None,oak,0.0,4,0.0,2003-2009
0240-00026,240,None,cedar,0.0,9,0.0,2003-2009
0240-00026,240,None,pine,0.0,1,0.0,2003-2009
0240-00026,240,None,psme,0.0,4,0.0,2003-2009
0240-00101,240,None,cedar,0.0,1,0.0,2003-2009
0240-00101,240,None,fir,0.0,6,0.0,2003-2009
0240-00101,240,None,oak,0.0,3,0.0,2003-2009
0240-00101,240,None,other_hardwood,0.0,3,0.0,2003-2009
0240-00101,240,None,psme,0.013251861837359047,13,0.031715380878153634,2003-2009
0240-00102,240,None,cedar,0.0,9,0.0,2003-2009
0240-00102,240,None,fir,0.0,1,0.0,2003-2009
0240-00102,240,None,pine,0.0,3,0.0,2003-2009
0240-00102,240,None,psme,0.0,5,0.0,2003-2009
0240-00104,240,None,fir,0.0,9,0.0,2003-2009
0240-00105,240,None,cedar,0.0,5,0.0,2003-2009
0240-00105,240,None,fir,0.0,9,0.0,2003-2009
0240-00105,240,None,oak,0.0,1,0.0,2003-2009
0240-00105,240,None,pine,0.0,7,0.0,2003-2009
0240-00105,240,None,psme,0.0,1,0.0,2003-2009
0240-00106,240,None,cedar,0.03939662481524686,14,0.051992122183773144,2003-2009
0240-00106,240,None,fir,0.012275364108215947,14,0.0294287026365984,2003-2009
0240-00107,240,None,cedar,0.0,2,0.0,2003-2009
0240-00107,240,None,fir,0.0,4,0.0,2003-2009
0240-00107,240,None,pine,0.0,2,0.0,2003-2009
0240-00109,240,None,cedar,0.0,25,0.0,2003-2009
0240-00109,240,None,oak,0.0,7,0.0,2003-2009
0240-00109,240,None,pine,0.0,3,0.0,2003-2009
0240-00110,240,None,cedar,0.022009411402034718,8,0.051871231443559714,2003-2009
0240-00110,240,None,fir,0.09331885900086678,9,0.09695958468216603,2003-2009
0240-00110,240,None,oak,0.0,1,0.0,2003-2009
0240-00110,240,None,pine,0.0,1,0.0,2003-2009
0240-00112,240,None,cedar,0.0,6,0.0,2003-2009
0240-00112,240,None,fir,0.03650751600100388,5,0.0838745697770669,2003-2009
0240-00112,240,None,oak,0.0,1,0.0,2003-2009
0240-00112,240,None,psme,0.0,1,0.0,2003-2009
0240-00113,240,None,cedar,0.03939662481524686,28,0.03676398216442552,2003-2009
0240-00113,240,None,fir,0.02992988455419965,6,0.06956302485848347,2003-2009
0240-00113,240,None,oak,0.0,1,0.0,2003-2009
0240-00113,240,None,pine,0.0,2,0.0,2003-2009
0240-00113,240,None,psme,0.0,7,0.0,2003-2009
0240-00114,240,None,cedar,0.0,14,0.0,2003-2009
0240-00114,240,None,fir,0.0,6,0.0,2003-2009
0240-00114,240,None,oak,0.0,1,0.0,2003-2009
0240-00114,240,None,pine,0.0,5,0.0,2003-2009
0240-00114,240,None,psme,0.0,2,0.0,2003-2009
0240-00115,240,None,cedar,0.015759528290233193,22,0.026552833745625764,2003-2009
0240-00115,240,None,fir,0.03650751600100388,10,0.059308277058468264,2003-2009
0240-00115,240,None,pine,0.0,5,0.0,2003-2009
0240-00115,240,None,psme,0.0,6,0.0,2003-2009
0340-00006,340,Burn,cedar,0.0,1,0.0,2003-2009
0340-00006,340,Burn,fir,0.0,4,0.0,2003-2009
0340-00006,340,Burn,psme,0.0,1,0.0,2003-2009
0340-00013,340,Burn,cedar,0.0,8,0.0,2003-2009
0340-00013,340,Burn,fir,0.04681570700306348,4,0.1056219633656594,2003-2009
0340-00013,340,Burn,oak,0.0,1,0.0,2003-2009
0340-00013,340,Burn,other_hardwood,0.0,6,0.0,2003-2009
0340-00013,340,Burn,psme,0.0,1,0.0,2003-2009
0340-00024,340,Burn,cedar,0.0,4,0.0,2003-2009
0340-00024,340,Burn,fir,0.027458321602502167,13,0.04532308138183333,2003-2009
0340-00024,340,Burn,oak,0.0,3,0.0,2003-2009
0340-00024,340,Burn,psme,0.0,5,0.0,2003-2009
0340-00025,340,Burn,cedar,0.09331885900086678,9,0.09695958468216603,2003-2009
0340-00025,340,Burn,fir,0.04681570700306348,4,0.1056219633656594,2003-2009
0340-00025,340,Burn,pine,0.0,1,0.0,2003-2009
0340-00025,340,Burn,psme,0.0,2,0.0,2003-2009
0340-00026,340,Burn,cedar,0.10910128185966073,2,0.22045202670449596,2003-2009
0340-00026,340,Burn,fir,0.04681570700306348,8,0.07468600653809486,2003-2009
0340-00026,340,Burn,psme,0.0,1,0.0,2003-2009
0340-00103,340,Burn,cedar,0.09802926264365552,13,0.08247121936642118,2003-2009
0340-00103,340,Burn,fir,0.14162578106744295,10,0.11025784289767311,2003-2009
0340-00103,340,Burn,oak,0.0,2,0.0,2003-2009
0340-00104,340,Burn,cedar,0.0,3,0.0,2003-2009
0340-00104,340,Burn,fir,0.02992988455419965,6,0.06956302485848347,2003-2009
0340-00104,340,Burn,oak,0.0,1,0.0,2003-2009
0340-00104,340,Burn,psme,0.0,2,0.0,2003-2009
